关注人数,区域,单价,小区,已发布日,建成年份,建筑结构,总价,户型_厅,户型_室,朝向,标题,楼层,满二,满五,装修,近地铁,面积
50,西直门,89821,上园村 ,60,1989,板楼,450,1,2,西北,交大小两居精装修中间楼层视野无遮挡,中楼层(共6层),False,True,精装,False,50.1
15,五棵松,94747,六建 ,60,1970,板楼,505,1,2,南 北,西长安街沿线 南北通透两居室 房子无遮挡采光好,中楼层(共5层),True,False,简装,True,53.3
24,世纪城,90734,金夕园 ,60,2003,塔楼,890,1,2,西北,满五年 采光充足 户型合理 明厨明卫,中楼层(共17层),False,True,其他,False,98.09
40,知春路,83585,太月园 ,60,1999,塔楼,748,1,2,西南,太月园，精装大两居室，满五年唯一，看房方便,低楼层(共27层),False,True,精装,False,89.49
35,清河,70112,清缘东里 ,60,2005,板楼,635,1,2,南 北,清河，清缘东里，二期，南北通透两居室，诚售！,底层(共9层),False,True,精装,True,90.57
23,公主坟,106276,普惠北里 ,60,1981,板楼,525,1,2,南,双卧朝南，全天采光，精装修，物业管理好,顶层(共5层),False,True,精装,False,49.4
32,清河,64508,北京机械学院家属楼 ,60,1999,板塔结合,498,1,2,西,精装修两居，带有电梯，小区非常安静整洁,中楼层(共11层),False,True,精装,False,77.2
15,玉泉路,104755,复兴路46号院 ,60,1992,板塔结合,520,1,1,南,南向一居室，带电梯，电梯直达，诚心出售,顶层(共16层),True,False,简装,True,49.64
73,西三旗,54063,建材城东一里 ,60,1996,板楼,330,1,2,南 北,建材城东一里 正规两居室 南北通透,顶层(共6层),True,False,简装,False,61.04
9,牡丹园,72754,花园公寓 ,60,2007,塔楼,408,0,1,东,2005年商品房一居，中高楼层，东向，单价低诚意卖！,中楼层(共15层),False,True,精装,True,56.08
101,田村,77459,田村40号院 ,60,1995,板楼,323,1,1,南,田村40号院 正规一居室 楼龄新 不临街,高楼层(共6层),False,True,简装,True,41.7
35,四季青,85827,金雅园 ,60,2002,板楼,740,2,2,南,全南向两居室 高楼层，不临街位置 满五年只交契税！,中楼层(共10层),False,True,精装,False,86.22
59,小西天,96818,师大北路21号院 ,60,1999,板塔结合,800,1,2,南 北,北邮北门 师大北路21号院 南北通透 双南卧室,底层(共16层),True,False,其他,False,82.63
60,军博,85635,铁东小区 ,60,1998,板楼,459,1,2,南 北,房子南北通透，高楼层视野好，采光好。,顶层(共6层),False,True,精装,False,53.6
19,苏州桥,93170,远中悦莱 ,60,2005,塔楼,888,1,1,南,楼层好，无遮挡，面积大， 欢迎看房,高楼层(共18层),True,False,精装,True,95.31
65,魏公村,93204,魏公村小区 ,60,1984,板楼,480,1,2,南 北,魏公村小区 一层小两居诚心出售,底层(共5层),False,True,简装,False,51.5
19,马甸,92514,月季园 ,60,1997,塔楼,498,1,2,东,满五年唯一商品房 带电梯 中间层,中楼层(共21层),False,True,简装,True,53.83
30,魏公村,111585,民族大学南路19号院 ,60,2000,塔楼,1099,1,2,南,2000年院长楼，高层无遮挡，安静不临街，车位充足。,高楼层(共18层),True,False,简装,False,98.49
17,海淀北部新区,47486,凯盛家园 ,60,,N/A,288,2,1,南,房子满五唯一，南向一居室，前边无遮挡，采光视野好,中楼层(共15层) ,False,True,简装,False,60.65
16,海淀北部新区,47816,凯盛家园 ,60,2013,板楼,290,1,1,南,凯盛家园满五年住宅，高楼层观景佳,高楼层(共15层),False,True,简装,False,60.65
38,田村,87902,雅世合金公寓 ,60,2011,板塔结合,643,1,2,东,2011年日式小区  70年住宅  东向二居不临街 满五唯一,低楼层(共9层),False,True,精装,True,73.15
20,海淀北部新区,45995,凯盛家园 ,60,,N/A,275,1,1,南 北,此房满五唯一，业主诚心出售，南北通透，视野开阔。,低楼层(共15层) ,False,True,简装,False,59.79
9,公主坟,88415,复兴路甲49号 ,60,1964,板楼,580,1,2,南,万寿路地铁口 长安街双南两居全明格局,中楼层(共5层),False,True,简装,False,65.6
52,安宁庄,77042,安宁佳园 ,30,2007,塔楼,402,1,1,西北,安宁佳园正规一居  满五唯 一 高楼层  拎包入住,高楼层(共18层),False,True,简装,False,52.18
44,四季青,93122,农林科学院宿舍 ,30,1980,板楼,528,1,2,南 北,中楼层 不临街 精装修拎包即住 水电管道换的全新,中楼层(共4层),False,True,精装,True,56.7
34,清河,64054,水木天成 ,30,2005,板楼,420,1,1,北,高层正规一居，视野开阔，满五年唯一,顶层(共23层),False,True,简装,False,65.57
37,海淀北部新区,38636,上庄馨瑞嘉园 ,30,2013,N/A,265,1,1,南,上庄馨瑞嘉园精装满五年唯一南向一居室,底层(共10层),False,True,精装,False,68.59
37,苏州桥,94156,小南庄社区 ,30,1990,板楼,580,1,2,南 北,小南庄精装修两居室南北朝向通透性好,高楼层(共6层),True,False,简装,False,61.6
21,牡丹园,96519,牡丹园东里 ,30,1989,板楼,610,1,2,南 北,牡丹园东里 南北通透 明厨明卫 满五年唯一,中楼层(共6层),False,True,精装,True,63.2
42,四季青,74776,金庄1号院 ,30,1998,板楼,584,1,2,南 北,南北通透精装两居，主卧客厅朝南，南北卧室双阳台,底层(共6层),True,False,精装,False,78.1
57,定慧寺,86846,定慧福里 ,30,2009,板塔结合,717,1,2,南,满五年业主在京唯一住房 户型方正 不临街,低楼层(共12层),False,True,简装,True,82.56
15,西三旗,69581,富力桃园A区 ,30,2008,板楼,605,2,2,南,富力桃园A区 位置安静  满五唯一眼镜房,中楼层(共14层),False,True,精装,False,86.95
16,甘家口,108996,建设部大院 ,30,1996,塔楼,750,1,2,东北,甘家口区域，建设部大院，万科物业，此房1996年建成。,低楼层(共18层),False,True,精装,True,68.81
34,西三旗,61924,北新家园 ,30,1995,板楼,470,1,3,南 北,海淀产权三居，南北通透，中间楼层,低楼层(共6层),False,True,精装,False,75.9
7,公主坟,108723,翠微南里 ,30,1990,板楼,440,1,1,西,此房满五年唯一，中高楼层没有电梯，采光好,顶层(共6层),False,True,精装,True,40.47
21,牡丹园,88863,塔院小区 ,30,1990,板楼,375,1,1,东南,塔院小区满五唯一精装修板楼中间层采光无遮挡,中楼层(共6层),False,True,精装,False,42.2
37,西直门,89761,长河湾 ,30,2005,板塔结合,618,1,1,北 东,西直门 长河湾精品户型 小区环境好 近地铁 配套齐全,中楼层(共16层),False,True,简装,True,68.85
22,魏公村,101466,韦伯豪家园 ,30,2001,塔楼,630,1,2,西,魏公村 韦伯豪家园 低总价 近地铁 商品房,低楼层(共22层),False,True,简装,False,62.09
29,定慧寺,84968,八里庄北里 ,30,1998,塔楼,650,1,2,西南,西南两居带电梯，采光好，无遮挡,低楼层(共16层),False,True,简装,False,76.5
36,甘家口,104993,增光路甲51号院 ,30,1999,塔楼,938,1,2,东南,国管局家属院次顶层两居室 交易成本低 车位充足,高楼层(共18层),False,True,简装,True,89.34
35,紫竹桥,97960,半壁街南路1号院 ,30,1988,板楼,600,1,2,东南 西,房本满五年  采光无遮挡  全明户型  诚心出售,高楼层(共6层),False,True,精装,False,61.25
25,牡丹园,92437,北土城西路167号院 ,30,1985,板楼,550,1,2,南,北土城西路167号院中间楼层精装两居,低楼层(共6层),False,True,其他,True,59.5
73,小西天,84806,学院南路乙12号 ,30,1984,板楼,480,1,2,南 北,小西天精装修，南北通透，诚意出售,高楼层(共6层),False,True,精装,False,56.6
21,新街口,88088,志强南园 ,30,1987,塔楼,525,0,2,西南,积水潭 小西天 双南向两居室 采光充足,中楼层(共16层),False,True,其他,False,59.6
11,西三旗,81062,育新花园 ,30,1996,板楼,565,1,2,南 北,板楼 低楼层两居 南北通透全明厨房卫生间 可随时签约,低楼层(共6层),True,False,简装,True,69.7
15,四季青,83985,望塔园 ,30,2001,塔楼,709,1,2,东南,曙光花园  望塔园  东南两居室,高楼层(共17层),False,True,简装,True,84.42
28,苏州桥,93844,三义庙北 ,30,1994,板楼,625,1,2,南 北,人民大学旁 少有安静中间层南向客厅两居 满五唯一,中楼层(共7层),False,True,精装,True,66.6
66,定慧寺,72550,定慧东里 ,30,1987,塔楼,481,1,2,西北,房屋满五年唯一，诚意出售，管理好产权清晰,中楼层(共16层),False,True,简装,True,66.3
98,甘家口,85694,甘家口小区 ,30,1984,板楼,599,1,3,南 北,满五唯一商品房，中间位置，对花园，视野佳，精装修,顶层(共6层),False,True,精装,False,69.9
19,海淀北部新区,48990,凯盛家园 ,30,,N/A,395,1,2,南 北,凯盛二区两居室，南北通透，采光视野好,低楼层(共15层) ,False,True,简装,False,80.63
7,五棵松,102410,国家计委宿舍 ,30,1989,塔楼,595,1,2,东 南,国家计委宿舍 两居室 钢混电梯楼 满五年唯一,中楼层(共16层),False,True,简装,False,58.1
17,白石桥,87571,学院南路72号院 ,30,1992,塔楼,620,1,3,东 西 北,学院南路72号院 正规三居室 精装修 采光好,顶层(共16层),True,False,精装,True,70.8
18,皂君庙,100800,皂君东里 ,30,1987,板楼,378,1,1,南,皂君东里南向一居室，满5唯一，无遮挡,底层(共6层),False,True,简装,False,37.5
31,皂君庙,88663,皂君庙14号院 ,30,1996,板楼,696,1,3,南 北,皂君庙 低楼层 南北通透 大两居,底层(共6层),False,True,精装,False,78.5
14,魏公村,80931,民族大学家属院 ,30,1996,板楼,539,1,2,西 东,民大职工内部交易，两居室，前后无遮挡，东西朝向,中楼层(共6层),False,True,简装,True,66.6
34,西三旗,63726,常秀家园 ,30,1995,板楼,325,1,2,南,常秀精装小两居，纯南朝向，满五年唯一，随时看房,顶层(共5层),False,True,精装,False,51
9,清河,67158,宝盛北里 ,30,2006,板楼,420,1,1,南 北,满五年唯一，南北通透格局，中间层，精装配置,低楼层(共6层),False,True,精装,False,62.54
19,海淀北部新区,40229,三嘉信苑 ,30,2011,板楼,260,1,2,东,三嘉信苑满五年精装两居室业主诚心出售,中楼层(共7层),False,True,简装,False,64.63
19,万柳,108858,新起点嘉园 ,30,2001,塔楼,1100,1,2,西北,万柳 单价低 正规2居室 高楼层 户型方正,高楼层(共20层),False,True,精装,False,101.05
44,五道口,92980,展春园 ,30,1987,板楼,490,1,2,南 北,南北通透 精装修，满五年央产房,底层(共6层),False,True,精装,False,52.7
18,二里庄,88522,志新村 ,30,1994,塔楼,455,1,1,东 南,志新村 精装修大一居 带电梯 看房方便 诚心出售,低楼层(共18层),True,False,精装,False,51.4
85,四季青,66626,美丽西园 ,30,1999,板楼,540,1,2,东 西,美丽西园满五年唯一，东西通透，位置安静,低楼层(共9层),False,True,简装,True,81.05
19,清河,54590,永泰园 ,30,2002,塔楼,628,2,2,西北,清河03年电梯两居室 商品房 满五年唯一,低楼层(共31层),False,True,精装,False,115.04
7,海淀其它,36325,同泽园西里 ,30,2012,板楼,253,1,2,南 北,同泽园西里中间楼层两居室，诚意出售。,中楼层(共6层),False,True,精装,False,69.65
37,清河,55044,永泰园 ,30,2002,塔楼,633,1,2,南,永泰园全南向大两居精装修中间楼层有电梯采光好,中楼层(共16层),False,True,精装,True,115
5,小西天,92408,志强北园 ,360,1980,板楼,499,1,2,南 北,志强北园 南北两居半格局 满五唯一,底层(共5层),False,False,简装,True,54
15,公主坟,98510,普惠南里 ,360,1984,板楼,595,1,3,东北,普惠南里 户型方正小三居 满五年唯一 税费低,底层(共6层),False,False,简装,False,60.4
152,西直门,71409,钻河公馆 ,210,2009,塔楼,497,1,2,南 西,钻河公馆，两居室，西向，诚心出售，中楼层。,中楼层(共25层),False,False,简装,True,69.6
38,玉泉路,58107,玉泉新城A区 ,90,2005,板楼,558,1,2,南 北,南北通透   高楼层  视野开阔  楼龄新,顶层(共15层),False,False,毛坯,True,96.03
27,清河,71003,观景园 ,90,2011,板楼,798,2,2,南 北,观景园南北双通透毛坯次新房有电梯不临街不把边,顶层(共6层),False,False,毛坯,False,112.39
13,二里庄,89888,太极小区 ,60,1997,板楼,720,1,3,南 北,太极小区南北通透三居板楼带电梯满五年,顶层(共14层),False,False,简装,False,80.1
26,双榆树,106783,双榆树北里 ,30,1983,板楼,740,1,3,南 北,满五年单位分房，南北通透格局，采光充足,顶层(共6层),False,False,毛坯,False,69.3
54,上地,83505,上地西里 ,360,1997,板楼,1220,2,3,南 北,满五年且唯一一层三居，适合有老人一起居住,底层(共7层),False,True,简装,False,146.1
80,安宁庄,90727,上林溪 ,360,2012,板楼,407,0,1,南,小区中间位置，安静，楼层好采光佳，等满五年唯一过户,中楼层(共10层),True,False,精装,True,44.86
259,清河,70271,宝盛里 ,360,2000,板楼,390,1,1,南,可看靠谱签约，南向大一居，好格局好位置，税费友好。,低楼层(共6层),False,False,精装,False,55.5
149,学院路,77266,林大北路9号院 ,360,1989,板楼,469,1,2,南,林大北门，南向两居室，满五唯一，总价低，随时看房,顶层(共6层),False,True,简装,False,60.7
45,西山,89143,西山美墅馆D区 ,120,2004,板楼,1349,2,3,南 西 北,不临街低楼层3居眼睛户型，观景大平层，免费3车位,上叠(共4层),False,True,精装,False,151.33
37,马甸,96819,冠城北园 ,120,2001,板塔结合,2599,2,4,东 南 北,北三环冠城园南北通透4居室有地下产权车位,中楼层(共17层),False,True,精装,True,268.44
60,紫竹桥,83695,人济山庄 ,120,2001,塔楼,1352,1,3,西北,人济山庄西北向观景三居室 可观西山和南长河,中楼层(共26层),False,True,精装,False,161.54
45,安宁庄,57603,清上园 ,120,2003,板塔结合,799,2,3,东 南 北,海淀清河 清上园大三居 138.71平 满五年唯一普通住宅,低楼层(共21层),False,True,精装,False,138.71
120,定慧寺,82162,定慧东里 ,90,1988,塔楼,479,1,2,西南,满五年家庭唯一 精装修拎包入住 独门独院管理好,底层(共16层),False,True,精装,False,58.3
43,四季青,91198,郦城二区 ,90,2004,板楼,1120,2,2,南 北,满五唯一 小区中间 两居室，南北朝向 安静不临街,低楼层(共7层),False,True,精装,False,122.81
23,白石桥,88309,中关村南大街40号 ,90,1987,塔楼,423,1,1,西北,中关村南大街40号 1室1厅 423万,低楼层(共22层),False,True,简装,False,47.9
119,知春路,77778,罗庄西里 ,60,1998,塔楼,630,1,2,西南,罗庄西里 西南向 大二居室 有电梯,中楼层(共18层),False,True,简装,True,81
91,田村,54804,绿谷雅园 ,60,2004,板楼,563,1,2,南 北 东,满五唯一 海淀精装两室一卫 南北通透 多层板楼洋房,中楼层(共5层),False,True,精装,False,102.73
16,杨庄,67520,建西苑北里 ,30,2007,板塔结合,475,1,1,东,海淀区07年落地窗电梯正规一居室,中楼层(共14层),False,True,简装,False,70.35
52,白石桥,81185,动物园宿舍 ,30,1988,板楼,510,1,3,南 北,南北通透三居户型，单价低，价位可谈,顶层(共5层),False,True,简装,False,62.82
99,知春路,72061,锦秋知春 ,30,2003,塔楼,725,1,2,东,锦秋知春单价7.55万一平2居业主诚心出售,底层(共26层),True,False,简装,True,100.61
103,清河,50763,怡清园 ,30,2003,板塔结合,722,1,3,西南,清河怡清园 满五年唯一 随时看随时签 带车位诚心卖,15层,False,True,精装,False,142.23
14,新街口,85799,红联南村45号院 ,30,1984,板楼,435,1,2,南,西直门 小西天 中间层 双南两居室,中楼层(共5层),True,False,简装,False,50.7
36,皂君庙,89966,皂君东里 ,30,1994,板楼,520,1,2,南 北,皂君东里 低楼层 南北通透两居室,底层(共6层),True,False,其他,False,57.8
22,西直门,76265,智慧大厦 ,30,2005,塔楼,748,1,2,西北,海淀区学院南路38号智慧大厦观景两居室,顶层(共22层),False,True,简装,False,98.08
55,田村,77587,西木小区 ,30,1992,板楼,360,1,2,南 北,满五年，低楼层，交通便利，配套设施齐全,底层(共7层),False,True,毛坯,True,46.4
80,西三旗,87743,雪梨澳乡A区 ,360,2002,N/A,1680,2,3,北 南 东,雪梨澳乡双拼别墅J户型加宽版北入户南花园,底层(共3层),False,False,简装,False,191.47
26,玉泉路,65893,玉阜嘉园 ,360,2002,板塔结合,738,1,2,南,玉阜嘉园 全朝南向两居 商品房 满五年,底层(共12层),False,False,简装,True,112
32,军博,83473,铁西小区 ,360,1975,板楼,500,1,3,南 西 北,铁西小区 3室1厅 500万,底层(共5层),False,False,简装,True,59.9
7,皂君庙,87766,皂君东里 ,360,1985,板楼,495,1,2,南 北,八零筑一格局 不唯一单位福利分房 诚心出售,顶层(共6层),False,False,简装,False,56.4
64,甘家口,91464,劳动关系学院 ,360,1953,板楼,525,1,2,南 北,劳动关系学院 南北通透两居室 楼层合适 采光充足!,底层(共3层),False,True,简装,True,57.4
14,皂君庙,77812,鑫雅苑 ,90,2000,塔楼,835,2,2,西北,皂君庙 商品房 满五年唯一 两居大客厅对花园 有电梯,低楼层(共20层),False,True,简装,False,107.31
95,中关村,117578,大泥湾 ,360,1989,板楼,495,1,1,南,大泥湾 南向带小院 大一居 税费少,底层(共6层),False,True,精装,True,42.1
123,六里桥,67863,橙色年代 ,360,2004,塔楼,435,1,1,东,三环边海淀产权 满五年唯一 04年小区商品房,底层(共24层),False,True,简装,False,64.1
56,西山,101699,四季香山 ,360,2004,板楼,1599,2,3,南 北,满五年唯一，南北通透三居室，次顶层，采光好,中楼层(共5层),False,True,精装,False,157.23
225,新街口,83967,文慧园 ,360,2001,塔楼,575,1,2,西南,北二环积水潭正规两居，高层视野无遮挡，交易成本低,顶层(共20层),False,True,简装,False,68.48
87,安宁庄,73155,上林溪 ,360,2012,板楼,760,2,2,南,上林溪三期双卧朝南眼睛户型 业主自住精装看房方便,顶层(共9层),True,False,精装,True,103.89
66,苏州桥,105933,稻香园西里 ,210,1989,塔楼,625,1,2,南,稻香园西里 两居室 满五唯一  朝南向  有电梯,高楼层(共18层),False,True,精装,True,59
29,西直门,77778,智慧大厦 ,150,2005,塔楼,350,0,1,北,2004年商品房 满五年唯一 诚心出售,低楼层(共22层),False,True,其他,False,45
83,新街口,79448,文慧园一号公寓 ,120,2004,板塔结合,305,0,1,西,西直门 积水潭 2004年 年代新,底层(共13层),False,True,精装,False,38.39
77,苏州桥,84592,紫金庄园 ,90,1999,塔楼,510,1,2,西北,高楼层 视野好 不临街  可看房,高楼层(共22层),False,True,精装,False,60.29
78,新街口,71887,五月华庭 ,90,2004,板塔结合,325,1,1,东,东向 诚心出售  视野 和 采光无遮挡,12层,True,False,简装,True,45.21
83,新街口,92986,五月华庭 ,90,2004,板塔结合,289,1,1,北,总价低 ，看房方便，无遮挡，随时签约。,12层,True,False,简装,True,31.08
115,清河,68649,宝盛里 ,90,2000,板楼,381,1,1,南,清河宝盛里中间楼层全南正规一居满五年家庭首套住房,中楼层(共6层),False,True,精装,False,55.5
6,苏州桥,84564,纽约客 ,60,2006,塔楼,510,1,1,西北,纽约客 复式精装修 70年产权，民水民电 看房方便,中楼层(共15层),False,True,精装,False,60.31
124,新街口,79324,五月华庭 ,60,2004,板塔结合,300,0,1,东,北二环2004年商品房社区视野好 随时看房 积水潭地铁,12层,True,False,精装,True,37.82
33,清河,71413,高巢 ,60,2005,塔楼,325,0,1,南,南向方正户型，满五唯一，带电梯，适合刚需客户,中楼层(共15层),False,True,简装,True,45.51
16,西直门,94885,交大嘉园 ,30,2002,塔楼,575,1,2,北,2003年商品房社区，户型方正,低楼层(共19层),True,False,简装,False,60.6
41,北太平庄,90025,北太平庄路 ,30,1985,板楼,370,1,1,南,正南朝向1居室，户型方正，距离地铁近，满5年,中楼层(共6层),False,True,简装,True,41.1
52,清河,52508,君安家园西区 ,360,2005,塔楼,760,2,3,东南,满五唯一商品房，高楼层视野好，随时签约,高楼层(共19层),False,False,简装,False,144.74
60,皂君庙,88991,皂君东里 ,360,1986,板楼,485,1,2,东 西,皂君东里  精装两居室   拎包入住,高楼层(共6层),False,False,精装,True,54.5
46,玉泉路,56515,玉泉新城A区 ,360,2016,板楼,540,2,2,东 西,海淀区玉泉路 东西通透 精装两居 中高楼层 采光充足,中楼层(共15层),False,False,精装,True,95.55
27,西山,52154,门头馨村 ,60,2009,板楼,310,1,1,南,门头馨村一居 二层 客厅卧室朝南 稳定出售,中楼层(共4层),False,False,其他,False,59.44
146,小西天,105661,新外大街3号院 ,60,1957,板楼,280,1,1,南,此房总价低，南向采光好，居住业主诚心出售。,中楼层(共4层),False,False,简装,False,26.5
36,苏州桥,78464,紫金庄园 ,30,1999,塔楼,525,1,2,西南,中关村紫金庄园 满五房福利分房 楼龄新 带电梯 楼层好,低楼层(共22层),False,False,简装,False,66.91
9,中关村,136793,黄庄小区 ,30,1979,板塔结合,870,1,2,南,黄庄带电梯板楼 双南向 有钥匙随时看,低楼层(共12层),False,False,简装,False,63.6
19,军博,88136,铁东小区 ,30,1996,板楼,520,1,2,南 北,南北向，户型方正，无遮挡视野好，光线足,低楼层(共6层),False,False,简装,True,59
149,西山,57654,京泉馨苑 ,360,2005,板楼,548,1,2,南 北,京泉馨苑四层，精装修的两居室，客厅朝南的户型,中楼层(共5层),True,False,精装,False,95.05
131,四季青,136210,京投银泰琨御府 ,360,2015,板楼,1850,2,3,南 北,一层带独立花园 明厨明卫 把边无遮挡 采光好户型方正,底层(共10层),True,False,精装,False,135.82
47,西直门,86037,交大东路50号院 ,240,1989,塔楼,610,1,3,东 西北,交大东路附近正规三居室 东西北朝向,中楼层(共16层),False,False,简装,False,70.9
132,玉泉路,88067,铁建大院 ,150,2000,板塔结合,1290,2,3,南 北,满五唯一，三室二厅二卫，有电梯，中间层南北向,中楼层(共14层),False,False,简装,False,146.48
104,西北旺,71614,冬晴园 ,120,2009,板楼,580,1,2,南 北,精装两居，阁楼做了卧室；南北通透挑高客厅落地阳台,顶层(共6层),False,False,精装,True,80.99
55,牡丹园,85147,都景苑 ,90,2001,塔楼,1280,2,3,西南,都景苑 2000年商品房 西南向精装修三居,高楼层(共24层),False,False,精装,True,150.33
28,二里庄,95298,科技大学 ,60,1985,板塔结合,770,1,3,南 北,科技大学 3室1厅 770万,底层(共12层),False,False,简装,False,80.8
36,双榆树,119424,知春里 ,30,1989,塔楼,870,1,3,西南,教育部分房，单位单独管理，2年前装修，诚心出售,低楼层(共18层),False,False,精装,False,72.85
24,海淀北部新区,87362,保利西山林语 ,30,2009,板楼,770,2,2,南 北,带花园 地上地下面积168.01平  南侧阳光房与花园,底层(共7层),False,False,精装,False,88.14
27,马连洼,76531,天秀花园安和园 ,30,2001,板楼,915,2,4,北 南,天秀花园安和园大4居业主诚意出售,中楼层(共6层),False,False,精装,False,119.56
11,清河,108025,橡树湾五期 ,30,,N/A,1999,2,4,南 北,橡树湾五期，毛坯新房，前后小区花园,高楼层(共16层) ,False,False,毛坯,False,185.05
167,定慧寺,77885,亮甲店小区 ,360,1998,板楼,405,1,1,南,五路居地铁朝南一居室，精装修拎包入住！,中楼层(共7层),True,False,精装,True,52
55,苏州桥,83161,友谊社区 ,270,1992,板楼,440,1,1,东南 南,理工大学附近   精装大一居 高楼层 朝南 采光好,顶层(共14层),False,True,精装,False,52.91
105,小西天,92507,新外大街21号院 ,240,1981,塔楼,358,1,1,南,满五唯一 南向中高层 采光好 视野棒,高楼层(共14层),False,True,简装,True,38.7
218,学院路,71722,清枫华景园 ,210,2004,塔楼,560,1,2,北,满五年唯一商品房 业主诚心出售,中楼层(共18层),False,True,简装,False,78.08
54,马连洼,67257,水利局小区 ,210,2000,板楼,532,1,2,南 北,水利局南北通透两居室，采光好，业主诚意出售,高楼层(共6层),True,False,精装,True,79.1
72,西直门,84240,交大东路40号院 ,210,1983,板楼,465,1,2,南 西,西直门 金融街  交大东路 满五唯一,顶层(共6层),False,True,简装,False,55.2
218,海淀北部新区,57655,北分厂 ,150,,N/A,290,1,2,北 东,北分厂 地铁16号线温阳路站 总价低 采光充足,中楼层(共6层) ,True,False,简装,True,50.3
50,马连洼,68633,菊园 ,150,1996,板楼,398,1,1,南 北,满五年唯一住房，精装一居，卫生间有窗户，双阳台！,底层(共4层),False,True,精装,False,57.99
34,万柳,153358,万泉新新家园 ,150,2001,板楼,2460,1,3,南 北,万柳 大露台 满五唯一 位置好 户型少,低楼层(共6层),False,True,简装,False,160.41
52,海淀其它,34905,前沙涧路7号院 ,120,2009,板楼,300,1,2,南 北,满五年唯一 无增值税 高楼层采光好 诚意出售,高楼层(共6层),False,True,精装,False,85.95
72,苏州桥,112930,海淀南路 ,120,1988,板楼,690,1,2,南 北,满五年，精装修业主自住，南北通透,中楼层(共11层),False,True,其他,False,61.1
53,西三旗,59628,华鸿家园 ,120,2008,板楼,580,2,2,南 北,2008年小区，海淀产权，总高6层的电梯洋房，南北通透,中楼层(共6层),False,True,精装,False,97.27
52,公主坟,97811,普惠南里 ,90,1989,塔楼,670,1,2,南,公主坟 精装修带客厅大两居  满二年,高楼层(共20层),True,False,精装,False,68.5
96,定慧寺,82726,八宝庄 ,90,1990,板楼,340,1,1,南,此房是满五唯一的商品房，户型方正，明厨明卫，精装修,顶层(共6层),False,True,精装,True,41.1
54,双榆树,105568,双榆树西里 ,90,1988,塔楼,620,1,2,东南 南,人民银行单独管理  精装修  东南两居室,高楼层(共16层),True,False,其他,False,58.73
57,马连洼,70687,裕隆新村 ,90,2007,板楼,653,2,2,南 北,精装修 中间位置不临街 可以等满五年过户,高楼层(共6层),True,False,精装,False,92.38
98,白石桥,88737,中关村南大街40号 ,90,1989,塔楼,646,1,3,东北,西邻紫竹院公园 国家图书馆 东临气象局 地铁9号线,低楼层(共22层),False,True,精装,False,72.8
56,清河,65984,永泰东里 ,60,1998,板楼,380,1,2,东 西,满五唯一 优质两居 精装修 采光好,顶层(共6层),False,True,其他,False,57.59
56,甘家口,84889,阜南小区 ,60,1974,板楼,455,1,2,东 西,总价低，精装修，安静不临街，交通便利,顶层(共5层),True,False,简装,True,53.6
24,魏公村,109891,民族歌舞团宿舍 ,60,2000,板楼,820,1,2,南 北,2000年 民族歌舞团宿舍 南北通透两居室 中间层,中楼层(共6层),True,False,简装,False,74.62
40,苏州桥,104023,海淀南路 ,60,1988,塔楼,750,2,3,西北,中式精装修，看房方便，随时签约,底层(共16层),True,False,精装,False,72.1
133,军博,46488,华天大厦 ,60,2004,塔楼,270,0,1,南,华天大厦 1室0厅 270万,低楼层(共22层),False,True,精装,False,58.08
71,苏州桥,79815,三义庙北 ,60,1994,板楼,775,2,3,东 西,人民大学旁 单独小院复式三居两卫 不临街安静不临街,高楼层(共7层),True,False,精装,True,97.1
35,西三旗,58876,润生园 ,30,2008,板楼,335,1,1,南,润生园优质南向一居室，高楼层，视野好,高楼层(共18层),False,True,简装,False,56.9
39,上地,70023,怡美家园 ,30,2001,板楼,857,2,3,南 北,怡美家园 南北通透 三居室  二期,低楼层(共12层),False,True,精装,True,122.39
13,西直门,81800,明光村小区 ,30,1984,塔楼,400,1,1,南,西直门 明光桥明光村南向一居双阳台 户型方正采光好,低楼层(共18层),True,False,简装,False,48.9
34,魏公村,95578,韦伯豪家园 ,30,2001,塔楼,752,1,2,南,魏公村紫竹院公园附近韦伯豪家园商品房两居,高楼层(共23层),False,True,简装,False,78.68
9,皂君庙,92706,皂君东里 ,30,1987,板楼,394,1,1,南,皂君庙南向精装修一居室，满五年唯一 有钥匙看房方便,顶层(共6层),False,False,精装,False,42.5
106,马连洼,71540,圆明园西路3号院 ,270,1982,板楼,460,1,2,南 北,圆明园西路3号院  一层带花园 南北全明两居,底层(共5层),False,False,精装,False,64.3
58,颐和园,77996,北坞嘉园北里 ,120,2010,板楼,660,2,2,东 南 北,北坞嘉园北里  边户型   高楼层   明厨明卫,高楼层(共6层),False,False,其他,True,84.62
24,二里庄,101037,二里庄小区 ,120,1993,板楼,585,1,2,南 北,二里庄南北通透优质两居 大客厅 精装修 拎包入住,中楼层(共6层),False,False,精装,False,57.9
46,牡丹园,93427,塔院小区 ,90,1993,板楼,550,1,2,南 北,牡丹园塔院南北向两居 不临街 南北无遮挡 光线充足,高楼层(共6层),False,False,精装,True,58.87
83,皂君庙,87884,双榆树南里二区 ,90,1995,塔楼,499,1,2,东,高楼层 采光好 朝东带客厅大两居,高楼层(共18层),False,False,精装,False,56.78
